,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text
228,negative,0.6455,Flight Booking Problems,0.3497,Virgin America,josephschwegler,0,virginamerica site help
229,positive,1.0,None,0.0,Virgin America,jennifer_caron,0,virginamerica best flight attendant ever httptcopxdel1nq3l
230,positive,0.6899,None,0.0,Virgin America,miaerolinea,0,awesome rt virginamerica watch nominated film 35000 foot meetthefleet oscar httptcodnstitrzwy
231,positive,1.0,None,0.0,Virgin America,ninjasistah,0,virginamerica thanks much
232,negative,0.6701,Customer Service Issue,0.3505,Virgin America,daniellewolff,0,virginamerica trying reset password email never arrives help
233,positive,0.6575,None,0.0,Virgin America,EleonoraKaras,0,virginamerica airline based silicon valley disruption fcmostinnovative incubator fastcompanys httptcowu3lbcncr9
234,positive,1.0,None,0.0,Virgin America,carlosondrums,0,virginamerica nicely done
235,positive,0.6701,None,0.0,Virgin America,ninjasistah,0,virginamerica im looking forward watching oscar flight home tomorrow might even get something bubbly drink
236,negative,0.6489,Late Flight,0.6489,Virgin America,stephenasilverm,0,virginamerica reason delay departure vx 413 jfk afternoon
237,negative,0.6786,Cancelled Flight,0.6786,Virgin America,mrl6626,0,virginamerica today flight palm spring ca jfk ny cancelled flightled
238,positive,1.0,None,0.0,Virgin America,SunRighteous,0,virginamerica hahaha virginamerica guy amazing love guy
239,positive,1.0,None,0.0,Virgin America,readerriter,0,virginamerica sound like fun
240,neutral,1.0,None,0.0,Virgin America,jeredscott,0,virginamerica update flight 413 jfk gt lax
241,neutral,1.0,None,0.0,Virgin America,eric_t_lee,0,virginamerica spruce moose
242,negative,1.0,Customer Service Issue,1.0,Virgin America,bluesmoon,0,virginamerica cs site 404 right please fix site unusable
243,negative,0.6473,Lost Luggage,0.3341,Virgin America,RedSoxGirl1976,0,virginamerica flight 910 vega boston today checked online bag count didnt register fix somehow
244,positive,0.6771,None,0.0,Virgin America,InuAtah,0,virginamerica classiq luv virgin america greetingz
245,negative,0.6636,Customer Service Issue,0.6636,Virgin America,borknagar,0,virginamerica hi im trying checkin website working tried 3 different browser problem continues
246,positive,1.0,None,0.0,Virgin America,Recessionista,0,virginamerica thanks great customer service today amp helping get travel sorted
247,positive,1.0,None,0.0,Virgin America,moosekazmi,0,virginamerica thanks guy sweet route rockies airplanemodewason
248,positive,1.0,None,0.0,Virgin America,_LisaCap,0,virginamerica love 90 music blasting gate boston waiting flight sanfrancisco could get iced coffee
249,negative,0.6706,Bad Flight,0.3514,Virgin America,eatgregeat,0,virginamerica passenger 7d flt 338 assaulted shouldnt flown trust he banned crew filed report faanews
250,negative,1.0,Flight Booking Problems,0.6809,Virgin America,alanzeino,0,virginamerica current bug website show select departure city selecting destination city httptcosllyibe2vq
251,negative,1.0,Damaged Luggage,1.0,Virgin America,khartline,0,virginamerica luggage severely dentedmissing wheel coming baggage claim san luggage agent miranda think wasnt help
252,positive,1.0,None,0.0,Virgin America,courtDMC,0,virginamerica thank easy itinerary shift impending weather quick painless amp free
253,neutral,0.6598,None,0.0,Virgin America,woawABQ,0,virginamerica youd love see girl inspired become pilot rt free woaw event march 28 abq httptcorfxlv1kgdh
254,positive,1.0,None,0.0,Virgin America,Cydney_Chase,0,virginamerica thanks good time back vodkatonics entire flightsfo
255,neutral,1.0,None,0.0,Virgin America,AirlineFuel,0,virginamerica beat expectation share take santa cruz sentinel httptcoqm9dqbai6g
256,neutral,1.0,None,0.0,Virgin America,OriginalTuna,0,virginamerica plan start flying direct dal la
257,neutral,0.6701,None,0.0,Virgin America,ImThankfulRadio,0,virginamerica big lovegratitudempower w httptco1agr9kncpf werin oscars2105 vipswagbags avalonhollywood httptcoybmbgs0dhn
258,positive,1.0,None,0.0,Virgin America,AnnaProsser,0,virginamerica youre great job adding little luxuriesaesthetics improve air travel experience thank keep
259,negative,1.0,Bad Flight,0.6765,Virgin America,HenryLucero,0,virginamerica requested window seat confirmed window got stuck middle seat good way treat silver member
260,neutral,1.0,None,0.0,Virgin America,daisy1016,0,virginamerica grand budapest hotel oscarscountdown
261,neutral,1.0,None,0.0,Virgin America,TGSOFL,0,virginamerica missed newsvp next trip 407
262,negative,0.6965,Bad Flight,0.3634,Virgin America,stephanieslome,0,virginamerica wtf paid direct flight purpose stop fuel exhausted frequent flier nothing inconvenience
263,negative,1.0,Customer Service Issue,0.6633,Virgin America,Alex_Ricardo,0,virginamerica something wrong website safari iphone
264,positive,1.0,None,0.0,Virgin America,djchuang,1,virginamerica thanks gate checking baggage full flight dfwlax 883 giving early boarding sweet
265,negative,0.6368,Can't Tell,0.6368,Virgin America,miekd,0,virginamerica already checked page expired x
266,negative,1.0,Customer Service Issue,0.6525,Virgin America,insideout,0,virginamerica boo refunding seat upgrade fee want buy first place
267,neutral,1.0,None,0.0,Virgin America,AirlineFuel,0,virginamerica share rise q4 financial result usa today httptcolfs4pefe6y
268,neutral,1.0,None,0.0,Virgin America,fromtheleftseat,0,virginamerica add pillow instead lieflat seat first class arm race httptcorgywjbbhm4
269,positive,0.6855,None,0.0,Virgin America,AlyssaJenS,0,virginamerica see
270,neutral,0.6803,None,0.0,Virgin America,Kevin_E_Park,0,virginamerica way take advantage mayweatherpacquiao
271,neutral,1.0,None,0.0,Virgin America,FlexinFinessinB,0,virginamerica know im flying virgin fight mayweatherpacquiao
272,positive,1.0,None,0.0,Virgin America,drsaadiaim,0,virginamerica inflight team make experience amazing
273,positive,1.0,None,0.0,Virgin America,MaverickGamersX,0,virginamerica cutest salt pepper shaker ever think guy cant get better httptcovc6keulg2j
274,negative,1.0,Bad Flight,0.6761,Virgin America,MsReeseGirl,0,virginamerica moved seat notice better seat cabin select behind row selected disappointed
275,neutral,1.0,None,0.0,Virgin America,AirlineFuel,0,virginamerica share 4q result iol httptcoxz6qeg3nef
276,positive,1.0,None,0.0,Virgin America,CanPOREOTICS,0,virginamerica fav airline
277,positive,0.6776,None,0.0,Virgin America,MaverickGamersX,0,virginamerica hot female pilot sweet dca sfo
278,neutral,1.0,None,0.0,Virgin America,LizaUtter,0,guy going start flying paris virginamerica lizautter youre welcome
279,neutral,1.0,None,0.0,Virgin America,crj_lll,0,virginamerica policy flying surgery still waiting answer tell doctor
280,negative,1.0,Lost Luggage,1.0,Virgin America,snellbell,0,virginamerica already contacted central baggage amp sent dm renttherunway charging dress lost suitcase help
281,positive,1.0,None,0.0,Virgin America,AcronymBex,0,virginamerica thank
282,negative,0.6569,Customer Service Issue,0.6569,Virgin America,SleeplessByte,0,virginamerica anything going website ive getting lot error past 30 minute
283,neutral,0.6773,None,0.0,Virgin America,AcronymBex,0,virginamerica think left something plane yesterday callah
284,neutral,0.642,None,0.0,Virgin America,notthatnathan,0,virginamerica need follow back order dm
285,neutral,1.0,None,0.0,Virgin America,Sleubeau,0,virginamerica need start flying kciairport
286,neutral,0.6791,None,0.0,Virgin America,crj_lll,0,virginamerica told check airline regulation first contacted
287,negative,1.0,Can't Tell,0.6421,Virgin America,Yorkshire_D,0,virginamerica virginatlantic checked flight sfo lax amp told atlantic flying club gold get benefit
288,negative,1.0,Flight Attendant Complaints,0.6458,Virgin America,SaraBabs,0,virginamerica husband ordered three drink via screen never came awesome
289,negative,1.0,Bad Flight,0.6979,Virgin America,AdamSinger,0,virginamerica soooo guy going leave seatbelt light flight barely call turbulence
290,neutral,1.0,None,0.0,Virgin America,crj_lll,0,virginamerica policy flying surgery
291,neutral,1.0,None,0.0,Virgin America,AirlineFuel,0,virginamerica post second consecutive fullyear net profit atwonline httptcotvb5zbzvhg
292,negative,1.0,Flight Booking Problems,0.3895,Virgin America,notthatnathan,0,virginamerica funny story website broken missing javascript stylesheets checkin process dislike
293,positive,1.0,None,0.0,Virgin America,polaroidmisha,0,virginamerica would love virgin like gopro
294,neutral,1.0,None,0.0,Virgin America,AirlineFuel,0,virginamerica result handily exceed forecast nytimes httptcogonmrwem6i
295,neutral,1.0,None,0.0,Virgin America,NazarFakih,0,virginamerica applied position flylaxairport wondering guy received application
296,neutral,1.0,None,0.0,Virgin America,JetBlueNews,0,virginamerica achieves second year profitability despite revenue pressure capaaviation httptcozsuztnaijq
297,neutral,1.0,None,0.0,Virgin America,AirlineFuel,0,virginamerica give positive outlook see increased competition reuters httptcojeu7od3eyj
298,negative,1.0,Customer Service Issue,0.6655,Virgin America,RobynMatza,0,virginamerica im trying check 1050am ct flight tmm desktop website working sort caching bug so
299,neutral,0.6625,None,0.0,Virgin America,SocialMedia305,0,virginamerica weather delay gt next week jfk bos dca
300,neutral,1.0,None,0.0,Virgin America,sbaaronson,0,virginamerica madbee95 check website go airport
301,negative,1.0,Customer Service Issue,1.0,Virgin America,miekd,0,virginamerica guy know checkin link email broken httptco2npxb6obmr
302,neutral,1.0,None,0.0,Virgin America,StevenMYoung,0,virginamerica pilot say expect choppy landing nyc due gusty wind wa temperature 5 degree amp wthe windchill 8
303,positive,1.0,None,0.0,Virgin America,thecompostcook,0,virginamerica loved cant wait monday return flight mostly watch inflight safety video sorrynotsorry
304,negative,1.0,Lost Luggage,1.0,Virgin America,snellbell,1,virginamerica lost luggage 4 day ago flight vx 112 lax iad amp im calling every day responseplease give back stuff
305,negative,0.662,Flight Booking Problems,0.662,Virgin America,chrisaguiar88,0,virginamerica flight booking problem section website seems broken chrome might wan na look
306,positive,1.0,None,0.0,Virgin America,matthewhirsch,0,virginamerica hi wanted see new route planned year newark love flying guy hope
307,positive,0.6884,None,0.0,Virgin America,GabriellaDago,0,virginamerica mean probably inappropriate board
308,positive,0.6658,None,0.0,Virgin America,AdamSinger,0,virginamerica happy spend day together let
309,neutral,0.375,None,0.0,Virgin America,GabriellaDago,0,virginamerica saving sanity right httptcoeltboljul9
310,neutral,1.0,None,0.0,Virgin America,MarcPerez,0,virginamerica missed flight standby work
311,positive,1.0,None,0.0,Virgin America,JayRockerz,0,virginamerica understanding helped thx comp
312,neutral,1.0,None,0.0,Virgin America,mlbkid162,0,virginamerica brought way across country today see httptcotkauygcpms
313,positive,1.0,None,0.0,Virgin America,Hwoodboy24,0,virginamerica thank absolutely
314,negative,1.0,Can't Tell,1.0,Virgin America,perMicah,0,virginamerica look like broken link asset httpstcooardjjgrrd
315,neutral,0.6529,None,0.0,Virgin America,GabriellaDago,0,virginamerica ready let say together noooo turbulence today
316,negative,1.0,Flight Booking Problems,0.6667,Virgin America,perMicah,0,virginamerica manage itinerary section website seems broken httpstco2pujvcelng
317,negative,1.0,Customer Service Issue,0.6237,Virgin America,iamnayr,0,virginamerica cant check site look like every time load httptcokacy2awdbw
318,neutral,1.0,None,0.0,Virgin America,gemmabow19,2,virginamerica u help freyabevanfund need urgent treatment in2y old battling cancer could u help flight freyasfund
319,neutral,1.0,None,0.0,Virgin America,BFPTravel,0,virginamerica may start service hawaii sanfrancisco year httptcoypo7nyprzl biztravel
320,negative,1.0,Customer Service Issue,0.6596,Virgin America,davidhfe,0,virginamerica carrier le half price round trip fare stunned httptcoukdjjijrow
321,negative,1.0,Flight Booking Problems,0.6841,Virgin America,davidhfe,0,virginamerica wtf happening pdx late flight march one way sfo 550
322,neutral,0.6667,None,0.0,Virgin America,chet,0,virginamerica add dtw im sold
323,positive,0.6809,None,0.0,Virgin America,TMAnderson10,0,virginamerica free drink flight back free promo
324,positive,1.0,None,0.0,Virgin America,SSal,0,virginamerica ssal thanks
325,neutral,0.6354,None,0.0,Virgin America,SoleXclusive415,0,virginamerica momma made
326,neutral,1.0,None,0.0,Virgin America,SSal,0,virginamerica please contact portfolio left flight vx 27 jfk sfo tonite seat 7am need returned call 9143290185
327,neutral,0.6742,None,0.0,Virgin America,SSal,0,virginamerica help flight 27 jkf tonight seat 7c left portfolio need back
328,neutral,0.6745,None,0.0,Virgin America,SoleXclusive415,1,virginamerica shrinerack seattle bound wifey got duffle vday shes keeper holla httptcojloiblnair
329,negative,1.0,Lost Luggage,1.0,Virgin America,j_payton,0,virginamerica luggage gone ive filed paperwork promised callemail still resolution response central luggage
330,neutral,0.6461,None,0.0,Virgin America,AQR415,0,virginamerica debbie baldwin gave rockstar performance safety demo evening vx919 las2sfo bestcrew sherocks
331,positive,0.6482,None,0.0,Virgin America,SuuperG,0,virginamerica thanks
332,positive,1.0,None,0.0,Virgin America,imacsweb,0,virginamerica thanks taking care suuperg flight rockstars travel
333,positive,1.0,None,0.0,Virgin America,SuuperG,0,virginamerica thanks lovely soft view travel san sfo httptcocnctl7g1ef
